timestamp,x_side,x_price,y_side,y_price,profit
2021-04-22 07:05:01,sell,3561.899,buy,3560.322,1.577
2021-04-22 07:06:39,buy,3561.9,sell,3561.353,-0.547
2021-04-22 07:07:25,buy,3561.9,sell,3563.633,1.733
2021-04-22 07:07:32,sell,3565.159,buy,3565.2,-0.041
2021-04-22 07:08:02,sell,3567.227,buy,3565.202,2.025
2021-04-22 07:15:37,buy,3564.934,sell,3562.52,-2.414
2021-04-22 07:16:47,sell,3567.746,buy,3565.826,1.92
2021-04-22 07:18:44,buy,3570.0,sell,3568.51,-1.49
2021-04-22 07:20:57,sell,3573.191,buy,3570.769,2.422
2021-04-22 07:28:33,buy,3545.561,sell,3542.847,-2.714
2021-04-22 07:29:08,sell,3544.043,buy,3537.689,6.354
2021-04-22 07:29:17,buy,3540.959,sell,3537.144,-3.815
2021-04-22 07:29:19,sell,3540.66,buy,3535.561,5.099
2021-04-22 07:29:28,buy,3540.601,sell,3537.178,-3.423
2021-04-22 07:30:00,sell,3540.18,buy,3534.377,5.803
2021-04-22 07:30:10,buy,3540.176,sell,3537.379,-2.797
2021-04-22 07:31:39,sell,3542.599,buy,3536.709,5.89
2021-04-22 07:32:03,buy,3540.001,sell,3535.032,-4.969
2021-04-22 07:32:48,sell,3539.401,buy,3535.961,3.44
2021-04-22 07:34:12,buy,3536.149,sell,3533.34,-2.809
2021-04-22 07:37:15,sell,3536.794,buy,3533.12,3.674
2021-04-22 07:39:00,buy,3519.6,sell,3517.521,-2.079
2021-04-22 07:39:04,sell,3519.042,buy,3514.403,4.639
2021-04-22 07:40:04,buy,3517.605,sell,3515.879,-1.726
2021-04-22 07:40:14,sell,3517.604,buy,3514.408,3.196
2021-04-22 07:41:17,buy,3509.096,sell,3507.527,-1.569
2021-04-22 07:41:25,sell,3510.002,buy,3506.835,3.167
2021-04-22 07:42:55,buy,3507.148,sell,3503.179,-3.969
2021-04-22 07:43:45,sell,3517.432,buy,3513.91,3.522
2021-04-22 07:44:51,buy,3510.6,sell,3509.081,-1.519
2021-04-22 07:45:05,sell,3508.474,buy,3505.837,2.637
2021-04-22 07:45:59,buy,3503.518,sell,3502.389,-1.129
2021-04-22 07:46:08,sell,3501.6,buy,3498.103,3.497
2021-04-22 07:46:27,buy,3501.598,sell,3498.86,-2.738
2021-04-22 07:46:51,sell,3503.515,buy,3499.347,4.168
2021-04-22 07:47:04,buy,3501.786,sell,3497.255,-4.531
2021-04-22 07:48:15,sell,3511.925,buy,3509.249,2.676
2021-04-22 07:48:35,buy,3511.926,sell,3508.986,-2.94
2021-04-22 07:48:52,buy,3516.0,sell,3513.005,-2.995
2021-04-22 07:48:54,sell,3515.999,buy,3514.41,1.589
2021-04-22 07:49:02,sell,3518.946,buy,3515.857,3.089
2021-04-22 07:49:59,buy,3523.337,sell,3521.05,-2.287
2021-04-22 07:50:03,sell,3523.737,buy,3520.489,3.248
2021-04-22 07:54:15,buy,3510.282,sell,3507.776,-2.506
2021-04-22 07:57:18,sell,3515.875,buy,3509.663,6.212
2021-04-22 07:58:08,buy,3510.623,sell,3507.619,-3.004
2021-04-22 07:58:26,sell,3510.623,buy,3506.949,3.674
2021-04-22 07:58:32,buy,3511.201,sell,3507.421,-3.78
2021-04-22 07:59:53,sell,3511.732,buy,3509.171,2.561
2021-04-22 08:01:09,buy,3505.193,sell,3503.038,-2.155
2021-04-22 08:01:47,sell,3508.962,buy,3505.907,3.055
2021-04-22 08:01:51,buy,3508.962,sell,3507.413,-1.549
2021-04-22 08:02:21,sell,3518.399,buy,3515.161,3.238
2021-04-22 08:02:54,buy,3518.403,sell,3518.338,-0.065
2021-04-22 08:03:05,sell,3522.004,buy,3518.603,3.401
2021-04-22 08:07:31,buy,3505.523,sell,3503.227,-2.296
2021-04-22 08:07:34,sell,3505.522,buy,3502.44,3.082
2021-04-22 08:10:11,buy,3498.035,sell,3495.077,-2.958
2021-04-22 08:10:27,sell,3498.035,buy,3492.073,5.962
2021-04-22 08:12:06,buy,3490.957,sell,3486.968,-3.989
2021-04-22 08:12:19,sell,3494.399,buy,3488.087,6.312
2021-04-22 08:12:38,buy,3489.601,sell,3485.857,-3.744
2021-04-22 08:13:05,sell,3493.732,buy,3488.277,5.455
2021-04-22 08:14:13,buy,3490.524,sell,3486.113,-4.411
2021-04-22 08:15:05,sell,3498.0,buy,3494.66,3.34
2021-04-22 08:18:17,buy,3486.301,sell,3485.408,-0.893
2021-04-22 08:20:08,sell,3498.002,buy,3495.408,2.594
2021-04-22 08:20:48,buy,3490.377,sell,3489.709,-0.668
2021-04-22 08:21:04,sell,3492.296,buy,3490.715,1.581
2021-04-22 08:21:24,buy,3491.552,sell,3490.82,-0.732
2021-04-22 08:22:50,sell,3504.137,buy,3500.842,3.295
2021-04-22 08:23:21,buy,3502.352,sell,3500.354,-1.998
2021-04-22 08:24:37,sell,3508.799,buy,3506.909,1.89
2021-04-22 08:24:54,buy,3509.996,sell,3508.064,-1.932
2021-04-22 08:25:16,sell,3509.999,buy,3507.979,2.02
2021-04-22 08:25:33,buy,3505.22,sell,3503.679,-1.541
2021-04-22 08:26:16,sell,3504.063,buy,3500.95,3.113
2021-04-22 08:26:34,buy,3504.313,sell,3503.121,-1.192
2021-04-22 08:26:39,sell,3504.005,buy,3501.905,2.1
2021-04-22 08:27:13,buy,3506.055,sell,3503.184,-2.871
2021-04-22 08:27:39,sell,3505.136,buy,3503.212,1.924
2021-04-22 08:27:52,buy,3505.09,sell,3504.227,-0.863
2021-04-22 08:28:01,sell,3504.785,buy,3503.05,1.735
2021-04-22 08:30:14,buy,3503.429,sell,3501.997,-1.432
2021-04-22 08:31:01,buy,3505.938,sell,3507.46,1.522
2021-04-22 08:31:18,sell,3513.059,buy,3513.798,-0.739
2021-04-22 08:31:33,sell,3515.999,buy,3513.678,2.321
2021-04-22 08:31:51,buy,3515.776,sell,3514.562,-1.214
2021-04-22 08:32:19,sell,3515.165,buy,3514.587,0.578
2021-04-22 08:32:27,buy,3516.438,sell,3514.384,-2.054
2021-04-22 08:33:15,sell,3516.031,buy,3514.166,1.865
2021-04-22 08:33:35,buy,3517.196,sell,3514.615,-2.581
2021-04-22 08:34:05,sell,3517.945,buy,3516.324,1.621
2021-04-22 08:35:15,buy,3517.945,sell,3516.733,-1.212
2021-04-22 08:35:50,sell,3520.344,buy,3518.98,1.364
2021-04-22 08:37:37,buy,3517.245,sell,3516.372,-0.873
2021-04-22 08:38:38,sell,3519.427,buy,3517.826,1.601
2021-04-22 08:38:44,buy,3519.868,sell,3518.999,-0.869
2021-04-22 08:38:57,sell,3520.823,buy,3517.987,2.836
2021-04-22 08:41:19,buy,3520.839,sell,3520.316,-0.523
