id,order_id,datetime,pair,side,fee,amount,price,rate
285250379,2303686699,2020-03-24 17:47:37,BTC/JPY,buy,0,0.006,4456.992,742832.0
285250421,2303687439,2020-03-24 17:47:47,BTC/JPY,sell,0,0.006,4452.312,742052.0
285253530,2303710869,2020-03-24 17:52:46,BTC/JPY,buy,0,0.006,4460.142,743357.0
285253829,2303712730,2020-03-24 17:53:03,BTC/JPY,sell,0,0.006,4458.516,743086.0
285257684,2303743604,2020-03-24 18:00:10,BTC/JPY,buy,0,0.006,4468.47,744745.0
285258458,2303749183,2020-03-24 18:01:12,BTC/JPY,sell,0,0.006,4470.714,745119.0
285260567,2303766645,2020-03-24 18:05:04,BTC/JPY,buy,0,0.006,4463.556,743926.0
285260704,2303767201,2020-03-24 18:05:08,BTC/JPY,sell,0,0.006,4469.988,744998.0
285260996,2303768943,2020-03-24 18:05:23,BTC/JPY,buy,0,0.006,4455.9,742650.0
285261343,2303770460,2020-03-24 18:05:34,BTC/JPY,sell,0,0.006,4454.232,742372.0
285265548,2303803429,2020-03-24 18:12:51,BTC/JPY,sell,0,0.006,4464.336,744056.0
285265774,2303805338,2020-03-24 18:13:20,BTC/JPY,buy,0,0.006,4461.954,743659.0
285266927,2303815216,2020-03-24 18:15:45,BTC/JPY,sell,0,0.006,4470.756,745126.0
285267110,2303816026,2020-03-24 18:15:52,BTC/JPY,buy,0,0.006,4475.297,745878.5
285268707,2303828270,2020-03-24 18:18:31,BTC/JPY,sell,0,0.006,4482.896,747150.0
285268867,2303828859,2020-03-24 18:18:37,BTC/JPY,buy,0,0.006,4485.186,747531.0
285271345,2303845393,2020-03-24 18:22:21,BTC/JPY,buy,0,0.006,4492.284,748714.0
285272887,2303856956,2020-03-24 18:25:17,BTC/JPY,sell,0,0.006,4506.474,751079.0
285274018,2303864223,2020-03-24 18:26:55,BTC/JPY,buy,0,0.006,4481.322,746887.0
285277265,2303889802,2020-03-24 18:33:17,BTC/JPY,sell,0,0.006,4496.034,749339.0
285277642,2303893823,2020-03-24 18:34:28,BTC/JPY,buy,0,0.006,4490.808,748468.0
285278667,2303902009,2020-03-24 18:36:23,BTC/JPY,sell,0,0.006,4499.238,749873.0
285279653,2303908406,2020-03-24 18:37:35,BTC/JPY,buy,0,0.006,4503.828,750638.0
285280510,2303914575,2020-03-24 18:38:55,BTC/JPY,sell,0,0.006,4514.616,752436.0
285283627,2303934408,2020-03-24 18:43:20,BTC/JPY,buy,0,0.006,4517.664,752944.0
285284234,2303938219,2020-03-24 18:44:13,BTC/JPY,sell,0,0.006,4528.968,754828.0
285285236,2303944160,2020-03-24 18:45:20,BTC/JPY,buy,0,0.006,4518.33,753055.0
285285835,2303947733,2020-03-24 18:45:54,BTC/JPY,sell,0,0.006,4526.466,754411.0
285288190,2303961836,2020-03-24 18:48:26,BTC/JPY,buy,0,0.006,4518.366,753061.0
285289317,2303969059,2020-03-24 18:50:02,BTC/JPY,sell,0,0.006,4513.901,752320.5
