id,order_id,datetime,pair,side,fee,amount,price,rate
1113381095,13623848791,2021-04-13 17:45:10,BTC/JPY,buy,0,0.0005,3421.922,6843844.0
1113381401,13623854218,2021-04-13 17:45:29,BTC/JPY,sell,0,0.0005,3421.922,6843844.0
1113382891,13623872739,2021-04-13 17:46:34,BTC/JPY,buy,0,0.0005,3416.469,6832938.0
1113383009,13623874805,2021-04-13 17:46:41,BTC/JPY,sell,0,0.0005,3415.451,6830902.0
1113384029,13623888399,2021-04-13 17:47:24,BTC/JPY,buy,0,0.0005,3414.981,6829963.0
1113384285,13623891611,2021-04-13 17:47:34,BTC/JPY,sell,0,0.0005,3413.043,6826085.0
1113385029,13623901670,2021-04-13 17:48:05,BTC/JPY,buy,0,0.0005,3411.923,6823845.0
1113389889,13623990075,2021-04-13 17:53:16,BTC/JPY,sell,0,0.0005,3428.492,6857070.0
1113390009,13623992672,2021-04-13 17:53:26,BTC/JPY,buy,0,0.0005,3427.818,6855636.0
1113390623,13624007216,2021-04-13 17:54:27,BTC/JPY,sell,0,0.0005,3430.001,6860003.0
1113391783,13624035025,2021-04-13 17:56:03,BTC/JPY,buy,0,0.0005,3424.709,6849417.0
1113393211,13624079330,2021-04-13 17:58:43,BTC/JPY,sell,0,0.0005,3424.907,6849814.0
1113393305,13624083544,2021-04-13 17:58:59,BTC/JPY,buy,0,0.0005,3424.907,6849814.0
1113394411,13624103846,2021-04-13 18:00:19,BTC/JPY,sell,0,0.0005,3429.905,6859809.0
1113395251,13624119022,2021-04-13 18:01:08,BTC/JPY,buy,0,0.0005,3424.465,6848929.0
1113395487,13624128049,2021-04-13 18:01:43,BTC/JPY,sell,0,0.0005,3425.365,6850731.0
1113395775,13624136923,2021-04-13 18:02:17,BTC/JPY,buy,0,0.0005,3424.258,6848515.0
1113396697,13624160541,2021-04-13 18:03:56,BTC/JPY,sell,0,0.0005,3424.749,6849498.0
1113396969,13624168217,2021-04-13 18:04:24,BTC/JPY,buy,0,0.0005,3424.346,6848692.0
1113400893,13624275689,2021-04-13 18:11:49,BTC/JPY,sell,0,0.0005,3425.1,6850199.0
1113402643,13624311118,2021-04-13 18:14:13,BTC/JPY,buy,0,0.0005,3426.24,6852479.0
1113403615,13624339239,2021-04-13 18:16:11,BTC/JPY,sell,0,0.0005,3429.571,6859142.0
1113404905,13624375872,2021-04-13 18:18:48,BTC/JPY,buy,0,0.0005,3423.109,6846217.0
1113405439,13624390908,2021-04-13 18:19:53,BTC/JPY,sell,0,0.0005,3424.001,6848001.0
1113408105,13624423500,2021-04-13 18:22:12,BTC/JPY,buy,0,0.0005,3415.629,6831258.0
1113414061,13624543843,2021-04-13 18:30:25,BTC/JPY,sell,0,0.0005,3417.077,6834153.6
1113414367,13624551386,2021-04-13 18:30:53,BTC/JPY,buy,0,0.0005,3413.046,6826092.0
1113415969,13624588210,2021-04-13 18:33:08,BTC/JPY,sell,0,0.0005,3412.006,6824011.0
1113416321,13624595214,2021-04-13 18:33:33,BTC/JPY,buy,0,0.0005,3410.003,6820006.0
1113424035,13624758048,2021-04-13 18:44:29,BTC/JPY,sell,0,0.0005,3419.287,6838735.5
1113424307,13624767112,2021-04-13 18:45:09,BTC/JPY,buy,0,0.0005,3417.941,6835881.0
1113427319,13624840691,2021-04-13 18:49:33,BTC/JPY,sell,0,0.0005,3443.903,6887805.0
1113427441,13624843768,2021-04-13 18:49:42,BTC/JPY,buy,0,0.0005,3444.604,6889209.0
1113428519,13624865580,2021-04-13 18:50:59,BTC/JPY,sell,0,0.0005,3448.501,6897002.0
1113428555,13624867514,2021-04-13 18:51:06,BTC/JPY,buy,0,0.0005,3449.426,6898851.0
1113429409,13624885627,2021-04-13 18:52:08,BTC/JPY,sell,0,0.0005,3451.064,6902127.0
1113429505,13624887604,2021-04-13 18:52:14,BTC/JPY,buy,0,0.0005,3451.07,6902139.0
1113430023,13624898687,2021-04-13 18:52:54,BTC/JPY,sell,0,0.0005,3452.358,6904716.0
1113430635,13624913482,2021-04-13 18:53:47,BTC/JPY,buy,0,0.0005,3447.508,6895017.0
1113432083,13624942981,2021-04-13 18:55:32,BTC/JPY,sell,0,0.0005,3449.548,6899097.0
1113432493,13624951035,2021-04-13 18:55:57,BTC/JPY,buy,0,0.0005,3441.667,6883334.0
1113432753,13624960074,2021-04-13 18:56:28,BTC/JPY,sell,0,0.0005,3445.01,6890019.0
1113433229,13624969053,2021-04-13 18:56:59,BTC/JPY,sell,0,0.0005,3442.5,6885000.0
1113433425,13624972672,2021-04-13 18:57:12,BTC/JPY,buy,0,0.0005,3442.501,6885002.0
1113433615,13624979819,2021-04-13 18:57:40,BTC/JPY,sell,0,0.0005,3442.504,6885007.0
1113433893,13624985453,2021-04-13 18:57:59,BTC/JPY,buy,0,0.0005,3437.504,6875007.0
1113434195,13624990978,2021-04-13 18:58:17,BTC/JPY,buy,0,0.0005,3440.0,6880000.0
1113434433,13624997374,2021-04-13 18:58:39,BTC/JPY,sell,0,0.0005,3441.287,6882574.0
1113435005,13625019592,2021-04-13 19:00:15,BTC/JPY,buy,0,0.0005,3443.754,6887508.0
1113435151,13625025211,2021-04-13 19:00:34,BTC/JPY,sell,0,0.0005,3444.34,6888680.0
1113435659,13625043768,2021-04-13 19:01:50,BTC/JPY,buy,0,0.0005,3445.0,6890000.0
1113435929,13625052443,2021-04-13 19:02:27,BTC/JPY,sell,0,0.0005,3446.652,6893304.0
1113436171,13625063168,2021-04-13 19:03:14,BTC/JPY,buy,0,0.0005,3446.653,6893306.0
1113437525,13625101190,2021-04-13 19:05:57,BTC/JPY,sell,0,0.0005,3450.001,6900001.0
1113441341,13625156785,2021-04-13 19:09:41,BTC/JPY,buy,0,0.0005,3441.917,6883833.0
1113442455,13625177121,2021-04-13 19:11:01,BTC/JPY,sell,0,0.0005,3442.678,6885355.0
1113443709,13625194251,2021-04-13 19:11:59,BTC/JPY,buy,0,0.0005,3437.901,6875801.0
1113443981,13625198806,2021-04-13 19:12:18,BTC/JPY,sell,0,0.0005,3439.87,6879741.0
1113444345,13625205409,2021-04-13 19:12:43,BTC/JPY,buy,0,0.0005,3435.689,6871377.0
1113467393,13625587073,2021-04-13 19:37:20,BTC/JPY,sell,0,0.0005,3425.0,6850000.0
1113467815,13625592586,2021-04-13 19:37:39,BTC/JPY,buy,0,0.0005,3423.001,6846001.0
