id,order_id,datetime,pair,side,fee,amount,price,rate
418696998,4264363645,2021-04-13 16:50:27,BTC/JPY,sell,0,0.0005,3335.788,6671576.0
418698160,4264389837,2021-04-13 16:56:47,BTC/JPY,buy,0,0.0005,3344.701,6689402.0
418698408,4264395633,2021-04-13 16:57:58,BTC/JPY,sell,0,0.0005,3340.738,6681654.333
418698447,4264396300,2021-04-13 16:58:05,BTC/JPY,buy,0,0.0005,3338.876,6677751.0
418698553,4264398974,2021-04-13 16:58:45,BTC/JPY,sell,0,0.0005,3340.086,6680171.0
418698595,4264400645,2021-04-13 16:59:13,BTC/JPY,buy,0,0.0005,3337.865,6675729.0
418698650,4264401374,2021-04-13 16:59:20,BTC/JPY,sell,0,0.0005,3342.08,6684159.0
418701254,4264451546,2021-04-13 17:10:03,BTC/JPY,buy,0,0.0005,3348.384,6696768.0
418701268,4264452132,2021-04-13 17:10:10,BTC/JPY,sell,0,0.0005,3348.385,6696769.0
418702807,4264470656,2021-04-13 17:13:48,BTC/JPY,buy,0,0.0005,3363.918,6727835.0
418702943,4264472355,2021-04-13 17:14:00,BTC/JPY,sell,0,0.0005,3361.787,6723573.0
418704273,4264484300,2021-04-13 17:15:36,BTC/JPY,buy,0,0.0005,3382.908,6765815.0
418704684,4264487313,2021-04-13 17:15:55,BTC/JPY,sell,0,0.0005,3383.234,6766467.0
418705351,4264492321,2021-04-13 17:16:29,BTC/JPY,buy,0,0.0005,3390.723,6781446.0
418705452,4264492976,2021-04-13 17:16:33,BTC/JPY,sell,0,0.0005,3395.269,6790537.0
418705539,4264493937,2021-04-13 17:16:39,BTC/JPY,buy,0,0.0005,3395.519,6791038.0
418705733,4264496055,2021-04-13 17:16:52,BTC/JPY,sell,0,0.0005,3394.53,6789061.0
418705878,4264497559,2021-04-13 17:17:02,BTC/JPY,buy,0,0.0005,3394.671,6789343.0
418706587,4264502770,2021-04-13 17:17:36,BTC/JPY,sell,0,0.0005,3402.724,6805447.0
418707098,4264505824,2021-04-13 17:17:55,BTC/JPY,buy,0,0.0005,3406.385,6812771.0
418708562,4264519594,2021-04-13 17:19:30,BTC/JPY,buy,0,0.0005,3406.918,6813835.0
418708595,4264520207,2021-04-13 17:19:34,BTC/JPY,sell,0,0.0005,3408.839,6817677.0
418709696,4264532419,2021-04-13 17:21:10,BTC/JPY,buy,0,0.0005,3412.209,6824417.0
418709837,4264534027,2021-04-13 17:21:22,BTC/JPY,sell,0,0.0005,3412.122,6824243.0
418710066,4264536145,2021-04-13 17:21:38,BTC/JPY,sell,0,0.0005,3415.438,6830876.0
418710424,4264539156,2021-04-13 17:22:00,BTC/JPY,buy,0,0.0005,3421.858,6843715.0
418710438,4264539629,2021-04-13 17:22:04,BTC/JPY,buy,0,0.0005,3423.951,6847902.0
418710985,4264546301,2021-04-13 17:22:50,BTC/JPY,sell,0,0.0005,3419.235,6838470.0
418711161,4264548775,2021-04-13 17:23:09,BTC/JPY,buy,0,0.0005,3421.607,6843214.0
418715433,4264598697,2021-04-13 17:30:14,BTC/JPY,sell,0,0.0005,3423.597,6847195.0
418715441,4264598931,2021-04-13 17:30:18,BTC/JPY,sell,0,0.0005,3423.879,6847758.0
418715525,4264600375,2021-04-13 17:30:30,BTC/JPY,buy,0,0.0005,3423.905,6847810.0
418715563,4264600714,2021-04-13 17:30:34,BTC/JPY,buy,0,0.0005,3424.95,6849900.0
418715699,4264602371,2021-04-13 17:30:50,BTC/JPY,sell,0,0.0005,3426.908,6853815.0
418715755,4264603260,2021-04-13 17:30:56,BTC/JPY,sell,0,0.0005,3428.889,6857778.0
418716056,4264605742,2021-04-13 17:31:15,BTC/JPY,buy,0,0.0005,3438.872,6877745.0
418716182,4264606928,2021-04-13 17:31:25,BTC/JPY,buy,0,0.0005,3435.347,6870695.0
418716327,4264608621,2021-04-13 17:31:38,BTC/JPY,sell,0,0.0005,3436.206,6872411.0
418716360,4264608995,2021-04-13 17:31:41,BTC/JPY,sell,0,0.0005,3435.312,6870623.0
418716800,4264614205,2021-04-13 17:32:25,BTC/JPY,buy,0,0.0005,3431.983,6863965.0
418716866,4264614659,2021-04-13 17:32:28,BTC/JPY,buy,0,0.0005,3430.93,6861860.0
418717091,4264618260,2021-04-13 17:32:59,BTC/JPY,sell,0,0.0005,3427.481,6854962.0
418717116,4264618700,2021-04-13 17:33:03,BTC/JPY,buy,0,0.0005,3428.539,6857079.0
418718613,4264633928,2021-04-13 17:35:03,BTC/JPY,sell,0,0.0005,3426.99,6853979.0
418718647,4264634786,2021-04-13 17:35:09,BTC/JPY,sell,0,0.0005,3428.048,6856095.0
418718838,4264637802,2021-04-13 17:35:34,BTC/JPY,buy,0,0.0005,3422.829,6845658.0
418718869,4264638481,2021-04-13 17:35:41,BTC/JPY,buy,0,0.0005,3421.048,6842097.0
418719025,4264641329,2021-04-13 17:36:09,BTC/JPY,sell,0,0.0005,3425.339,6850677.0
418719053,4264641829,2021-04-13 17:36:12,BTC/JPY,sell,0,0.0005,3424.606,6849213.0
418719129,4264643308,2021-04-13 17:36:25,BTC/JPY,buy,0,0.0005,3426.362,6852724.0
418719183,4264644336,2021-04-13 17:36:35,BTC/JPY,sell,0,0.0005,3427.924,6855848.0
418719533,4264648516,2021-04-13 17:37:09,BTC/JPY,buy,0,0.0005,3422.981,6845963.0
418719545,4264648952,2021-04-13 17:37:12,BTC/JPY,buy,0,0.0005,3423.124,6846247.0
418719593,4264650059,2021-04-13 17:37:22,BTC/JPY,sell,0,0.0005,3424.614,6849228.0
418719652,4264651952,2021-04-13 17:37:41,BTC/JPY,sell,0,0.0005,3426.75,6853500.0
