id,order_id,datetime,pair,side,fee,amount,price,rate
285506016,2305554803,2020-03-25 00:58:33,BTC/JPY,buy,0,0.006,4422.912,737152.0
285506110,2305555758,2020-03-25 00:58:47,BTC/JPY,sell,0,0.006,4423.098,737183.0
285508140,2305573401,2020-03-25 01:03:13,BTC/JPY,buy,0,0.006,4395.81,732635.0
285508645,2305576750,2020-03-25 01:03:50,BTC/JPY,sell,0,0.006,4390.934,731824.0
285514935,2305632401,2020-03-25 01:17:34,BTC/JPY,buy,0,0.006,4401.39,733565.0
285514997,2305632772,2020-03-25 01:17:38,BTC/JPY,sell,0,0.006,4402.002,733667.0
