timestamp,bid,ask,tick_timestamp
2020-03-24 17:42:07,747242.0,747901.0,2020-03-24 17:42:07
2020-03-24 17:42:08,747242.0,747901.0,2020-03-24 17:42:08
2020-03-24 17:42:09,747242.0,747901.0,2020-03-24 17:42:09
2020-03-24 17:42:11,747242.0,747901.0,2020-03-24 17:42:11
2020-03-24 17:42:12,747242.0,747901.0,2020-03-24 17:42:12
2020-03-24 17:42:13,747242.0,747901.0,2020-03-24 17:42:13
2020-03-24 17:42:14,747242.0,747901.0,2020-03-24 17:42:14
2020-03-24 17:42:15,747242.0,747901.0,2020-03-24 17:42:15
2020-03-24 17:42:16,747242.0,747901.0,2020-03-24 17:42:16
2020-03-24 17:42:17,748124.0,748129.0,2020-03-24 17:42:17
2020-03-24 17:42:18,748124.0,748129.0,2020-03-24 17:42:18
2020-03-24 17:42:19,748124.0,748129.0,2020-03-24 17:42:19
2020-03-24 17:42:20,748124.0,748129.0,2020-03-24 17:42:20
2020-03-24 17:42:21,748124.0,748129.0,2020-03-24 17:42:21
2020-03-24 17:42:22,748124.0,748129.0,2020-03-24 17:42:22
2020-03-24 17:42:24,748124.0,748129.0,2020-03-24 17:42:23
2020-03-24 17:42:25,748124.0,748129.0,2020-03-24 17:42:25
2020-03-24 17:42:26,748124.0,748129.0,2020-03-24 17:42:26
2020-03-24 17:42:27,748124.0,748129.0,2020-03-24 17:42:27
2020-03-24 17:42:28,748124.0,748129.0,2020-03-24 17:42:28
2020-03-24 17:42:29,748715.0,749407.0,2020-03-24 17:42:29
2020-03-24 17:42:30,748715.0,749407.0,2020-03-24 17:42:30
2020-03-24 17:42:31,748715.0,749407.0,2020-03-24 17:42:31
2020-03-24 17:42:32,748715.0,749407.0,2020-03-24 17:42:32
2020-03-24 17:42:33,748715.0,749407.0,2020-03-24 17:42:33
2020-03-24 17:42:34,748715.0,749407.0,2020-03-24 17:42:34
2020-03-24 17:42:35,748715.0,749407.0,2020-03-24 17:42:35
2020-03-24 17:42:36,748715.0,749407.0,2020-03-24 17:42:36
2020-03-24 17:42:38,748715.0,749407.0,2020-03-24 17:42:38
2020-03-24 17:42:39,750407.0,750769.0,2020-03-24 17:42:39
2020-03-24 17:42:40,750407.0,750769.0,2020-03-24 17:42:40
2020-03-24 17:42:41,750407.0,750769.0,2020-03-24 17:42:41
2020-03-24 17:42:42,750407.0,750769.0,2020-03-24 17:42:42
2020-03-24 17:42:43,750407.0,750769.0,2020-03-24 17:42:43
2020-03-24 17:42:44,750407.0,750769.0,2020-03-24 17:42:44
2020-03-24 17:42:45,750407.0,750769.0,2020-03-24 17:42:45
2020-03-24 17:42:46,750407.0,750769.0,2020-03-24 17:42:46
2020-03-24 17:42:48,749430.0,749717.0,2020-03-24 17:42:47
2020-03-24 17:42:49,749430.0,749717.0,2020-03-24 17:42:49
2020-03-24 17:42:50,749430.0,749717.0,2020-03-24 17:42:50
2020-03-24 17:42:51,749430.0,749717.0,2020-03-24 17:42:51
2020-03-24 17:42:52,749430.0,749717.0,2020-03-24 17:42:52
2020-03-24 17:42:53,749430.0,749717.0,2020-03-24 17:42:53
2020-03-24 17:42:54,749430.0,749717.0,2020-03-24 17:42:54
2020-03-24 17:42:55,749430.0,749717.0,2020-03-24 17:42:55
2020-03-24 17:42:56,749430.0,749717.0,2020-03-24 17:42:56
2020-03-24 17:42:57,748482.0,748787.0,2020-03-24 17:42:57
2020-03-24 17:42:58,748482.0,748787.0,2020-03-24 17:42:58
2020-03-24 17:42:59,748482.0,748787.0,2020-03-24 17:42:59
2020-03-24 17:43:00,748482.0,748787.0,2020-03-24 17:43:00
2020-03-24 17:43:01,748482.0,748787.0,2020-03-24 17:43:01
2020-03-24 17:43:03,748482.0,748787.0,2020-03-24 17:43:03
2020-03-24 17:43:04,748482.0,748787.0,2020-03-24 17:43:04
2020-03-24 17:43:05,748482.0,748787.0,2020-03-24 17:43:05
2020-03-24 17:43:06,748000.0,748001.0,2020-03-24 17:43:06
2020-03-24 17:43:07,748000.0,748001.0,2020-03-24 17:43:07
2020-03-24 17:43:08,748000.0,748001.0,2020-03-24 17:43:08
2020-03-24 17:43:09,748000.0,748001.0,2020-03-24 17:43:09
2020-03-24 17:43:10,748000.0,748001.0,2020-03-24 17:43:10
2020-03-24 17:43:11,748000.0,748001.0,2020-03-24 17:43:11
2020-03-24 17:43:12,748000.0,748001.0,2020-03-24 17:43:12
2020-03-24 17:43:13,748000.0,748001.0,2020-03-24 17:43:13
2020-03-24 17:43:14,748000.0,748001.0,2020-03-24 17:43:14
2020-03-24 17:43:15,748000.0,748001.0,2020-03-24 17:43:15
2020-03-24 17:43:17,747590.0,748369.0,2020-03-24 17:43:17
2020-03-24 17:43:18,747590.0,748369.0,2020-03-24 17:43:18
2020-03-24 17:43:19,747590.0,748369.0,2020-03-24 17:43:19
2020-03-24 17:43:20,747590.0,748369.0,2020-03-24 17:43:20
2020-03-24 17:43:21,747590.0,748369.0,2020-03-24 17:43:21
2020-03-24 17:43:22,747590.0,748369.0,2020-03-24 17:43:22
2020-03-24 17:43:23,747590.0,748369.0,2020-03-24 17:43:23
2020-03-24 17:43:24,747590.0,748369.0,2020-03-24 17:43:24
2020-03-24 17:43:25,747590.0,748369.0,2020-03-24 17:43:25
2020-03-24 17:43:26,747590.0,748369.0,2020-03-24 17:43:26
2020-03-24 17:43:27,747590.0,748369.0,2020-03-24 17:43:27
2020-03-24 17:43:28,747590.0,748369.0,2020-03-24 17:43:28
2020-03-24 17:43:29,747718.0,747845.0,2020-03-24 17:43:29
2020-03-24 17:43:31,747718.0,747845.0,2020-03-24 17:43:31
2020-03-24 17:43:32,747718.0,747845.0,2020-03-24 17:43:32
2020-03-24 17:43:33,747718.0,747845.0,2020-03-24 17:43:33
2020-03-24 17:43:34,747718.0,747845.0,2020-03-24 17:43:34
2020-03-24 17:43:35,747718.0,747845.0,2020-03-24 17:43:35
2020-03-24 17:43:36,746749.0,747559.0,2020-03-24 17:43:36
2020-03-24 17:43:37,746749.0,747559.0,2020-03-24 17:43:37
2020-03-24 17:43:38,746749.0,747559.0,2020-03-24 17:43:38
2020-03-24 17:43:39,746749.0,747559.0,2020-03-24 17:43:39
2020-03-24 17:43:40,746749.0,747559.0,2020-03-24 17:43:40
2020-03-24 17:43:41,746749.0,747559.0,2020-03-24 17:43:41
2020-03-24 17:43:42,746749.0,747559.0,2020-03-24 17:43:42
2020-03-24 17:43:44,746749.0,747559.0,2020-03-24 17:43:44
2020-03-24 17:43:45,746749.0,747559.0,2020-03-24 17:43:45
2020-03-24 17:43:46,746749.0,747559.0,2020-03-24 17:43:46
2020-03-24 17:43:47,746749.0,747559.0,2020-03-24 17:43:47
2020-03-24 17:43:48,746107.0,746749.0,2020-03-24 17:43:48
2020-03-24 17:43:49,746107.0,746749.0,2020-03-24 17:43:49
2020-03-24 17:43:50,746107.0,746749.0,2020-03-24 17:43:50
2020-03-24 17:43:51,746107.0,746749.0,2020-03-24 17:43:51
2020-03-24 17:43:52,746107.0,746749.0,2020-03-24 17:43:52
2020-03-24 17:43:53,746107.0,746749.0,2020-03-24 17:43:53
2020-03-24 17:43:54,746107.0,746749.0,2020-03-24 17:43:54
2020-03-24 17:43:56,746107.0,746749.0,2020-03-24 17:43:55
2020-03-24 17:43:57,746107.0,746749.0,2020-03-24 17:43:57
2020-03-24 17:43:58,746738.0,747404.0,2020-03-24 17:43:58
2020-03-24 17:43:59,746738.0,747404.0,2020-03-24 17:43:59
2020-03-24 17:44:00,746738.0,747404.0,2020-03-24 17:44:00
2020-03-24 17:44:01,746738.0,747404.0,2020-03-24 17:44:01
2020-03-24 17:44:02,746738.0,747404.0,2020-03-24 17:44:02
2020-03-24 17:44:03,746738.0,747404.0,2020-03-24 17:44:03
2020-03-24 17:44:04,746738.0,747404.0,2020-03-24 17:44:04
2020-03-24 17:44:05,746738.0,747404.0,2020-03-24 17:44:05
2020-03-24 17:44:06,746738.0,747404.0,2020-03-24 17:44:06
2020-03-24 17:44:08,748096.0,748674.0,2020-03-24 17:44:08
2020-03-24 17:44:09,748096.0,748674.0,2020-03-24 17:44:09
2020-03-24 17:44:10,748096.0,748674.0,2020-03-24 17:44:10
2020-03-24 17:44:11,748096.0,748674.0,2020-03-24 17:44:11
2020-03-24 17:44:12,748096.0,748674.0,2020-03-24 17:44:12
2020-03-24 17:44:13,748096.0,748674.0,2020-03-24 17:44:13
2020-03-24 17:44:14,748096.0,748674.0,2020-03-24 17:44:14
2020-03-24 17:44:15,748096.0,748674.0,2020-03-24 17:44:15
2020-03-24 17:44:16,747404.0,747623.0,2020-03-24 17:44:16
2020-03-24 17:44:17,747404.0,747623.0,2020-03-24 17:44:17
2020-03-24 17:44:18,747404.0,747623.0,2020-03-24 17:44:18
2020-03-24 17:44:19,747404.0,747623.0,2020-03-24 17:44:19
2020-03-24 17:44:21,747404.0,747623.0,2020-03-24 17:44:20
2020-03-24 17:44:22,747404.0,747623.0,2020-03-24 17:44:22
2020-03-24 17:44:23,747404.0,747623.0,2020-03-24 17:44:23
2020-03-24 17:44:24,747404.0,747623.0,2020-03-24 17:44:24
2020-03-24 17:44:25,747404.0,747623.0,2020-03-24 17:44:25
2020-03-24 17:44:26,747404.0,747623.0,2020-03-24 17:44:26
2020-03-24 17:44:27,746738.0,747270.0,2020-03-24 17:44:27
2020-03-24 17:44:28,746738.0,747270.0,2020-03-24 17:44:28
2020-03-24 17:44:29,746738.0,747270.0,2020-03-24 17:44:29
2020-03-24 17:44:30,746738.0,747270.0,2020-03-24 17:44:30
2020-03-24 17:44:31,746738.0,747270.0,2020-03-24 17:44:31
2020-03-24 17:44:33,746738.0,747270.0,2020-03-24 17:44:33
2020-03-24 17:44:34,746738.0,747270.0,2020-03-24 17:44:34
2020-03-24 17:44:35,746738.0,747270.0,2020-03-24 17:44:35
2020-03-24 17:44:36,746738.0,747270.0,2020-03-24 17:44:36
2020-03-24 17:44:37,746738.0,747270.0,2020-03-24 17:44:37
2020-03-24 17:44:38,745242.0,745509.0,2020-03-24 17:44:38
2020-03-24 17:44:39,745242.0,745509.0,2020-03-24 17:44:39
2020-03-24 17:44:40,745242.0,745509.0,2020-03-24 17:44:40
2020-03-24 17:44:41,745242.0,745509.0,2020-03-24 17:44:41
2020-03-24 17:44:42,745242.0,745509.0,2020-03-24 17:44:42
2020-03-24 17:44:43,745242.0,745509.0,2020-03-24 17:44:43
2020-03-24 17:44:44,745242.0,745509.0,2020-03-24 17:44:44
2020-03-24 17:44:46,745242.0,745509.0,2020-03-24 17:44:46
2020-03-24 17:44:47,745242.0,745509.0,2020-03-24 17:44:47
2020-03-24 17:44:48,745523.0,745844.0,2020-03-24 17:44:48
2020-03-24 17:44:49,745523.0,745844.0,2020-03-24 17:44:49
2020-03-24 17:44:50,745523.0,745844.0,2020-03-24 17:44:50
2020-03-24 17:44:51,745523.0,745844.0,2020-03-24 17:44:51
2020-03-24 17:44:52,745523.0,745844.0,2020-03-24 17:44:52
2020-03-24 17:44:53,745523.0,745844.0,2020-03-24 17:44:53
2020-03-24 17:44:54,745523.0,745844.0,2020-03-24 17:44:54
2020-03-24 17:44:55,745523.0,745844.0,2020-03-24 17:44:55
2020-03-24 17:44:56,745523.0,745844.0,2020-03-24 17:44:56
2020-03-24 17:44:57,745523.0,745844.0,2020-03-24 17:44:57
2020-03-24 17:44:58,745523.0,745844.0,2020-03-24 17:44:58
2020-03-24 17:45:00,745313.0,745656.0,2020-03-24 17:45:00
2020-03-24 17:45:01,745313.0,745656.0,2020-03-24 17:45:01
2020-03-24 17:45:02,745313.0,745656.0,2020-03-24 17:45:02
2020-03-24 17:45:03,745313.0,745656.0,2020-03-24 17:45:03
2020-03-24 17:45:04,745313.0,745656.0,2020-03-24 17:45:04
2020-03-24 17:45:05,745313.0,745656.0,2020-03-24 17:45:05
2020-03-24 17:45:06,744193.0,744207.0,2020-03-24 17:45:06
2020-03-24 17:45:07,744193.0,744207.0,2020-03-24 17:45:07
2020-03-24 17:45:08,744193.0,744207.0,2020-03-24 17:45:08
2020-03-24 17:45:09,744193.0,744207.0,2020-03-24 17:45:09
2020-03-24 17:45:10,744193.0,744207.0,2020-03-24 17:45:10
2020-03-24 17:45:12,744193.0,744207.0,2020-03-24 17:45:12
2020-03-24 17:45:13,744193.0,744207.0,2020-03-24 17:45:13
2020-03-24 17:45:14,744193.0,744207.0,2020-03-24 17:45:14
2020-03-24 17:45:15,744193.0,744207.0,2020-03-24 17:45:15
2020-03-24 17:45:16,744193.0,744207.0,2020-03-24 17:45:16
2020-03-24 17:45:17,744193.0,744207.0,2020-03-24 17:45:17
2020-03-24 17:45:18,744193.0,744207.0,2020-03-24 17:45:18
2020-03-24 17:45:19,744193.0,744207.0,2020-03-24 17:45:19
2020-03-24 17:45:20,744189.0,745132.0,2020-03-24 17:45:20
2020-03-24 17:45:21,744189.0,745132.0,2020-03-24 17:45:21
2020-03-24 17:45:22,744189.0,745132.0,2020-03-24 17:45:22
2020-03-24 17:45:23,744189.0,745132.0,2020-03-24 17:45:23
2020-03-24 17:45:24,744189.0,745132.0,2020-03-24 17:45:24
2020-03-24 17:45:25,744189.0,745132.0,2020-03-24 17:45:25
2020-03-24 17:45:27,744211.0,745018.0,2020-03-24 17:45:27
2020-03-24 17:45:28,744211.0,745018.0,2020-03-24 17:45:28
2020-03-24 17:45:29,744211.0,745018.0,2020-03-24 17:45:29
2020-03-24 17:45:30,744211.0,745018.0,2020-03-24 17:45:30
2020-03-24 17:45:31,744211.0,745018.0,2020-03-24 17:45:31
2020-03-24 17:45:32,744211.0,745018.0,2020-03-24 17:45:32
2020-03-24 17:45:33,744211.0,745018.0,2020-03-24 17:45:33
2020-03-24 17:45:34,744211.0,745018.0,2020-03-24 17:45:34
2020-03-24 17:45:35,744211.0,745018.0,2020-03-24 17:45:35
2020-03-24 17:45:36,744828.0,745918.0,2020-03-24 17:45:36
2020-03-24 17:45:37,744828.0,745918.0,2020-03-24 17:45:37
2020-03-24 17:45:39,744828.0,745918.0,2020-03-24 17:45:39
