timestamp,bid,ask,tick_timestamp
2021-04-13 16:50:27,6671576.0,6672406.0,2021-04-13 16:50:27
2021-04-13 16:50:31,6671222.0,6671249.0,2021-04-13 16:50:31
2021-04-13 16:50:34,6672737.0,6673804.0,2021-04-13 16:50:34
2021-04-13 16:50:37,6672737.0,6673804.0,2021-04-13 16:50:37
2021-04-13 16:50:40,6674062.0,6675303.0,2021-04-13 16:50:40
2021-04-13 16:50:43,6674072.0,6675303.0,2021-04-13 16:50:43
2021-04-13 16:50:46,6672501.0,6674827.0,2021-04-13 16:50:46
2021-04-13 16:50:49,6673751.0,6675303.0,2021-04-13 16:50:49
2021-04-13 16:50:52,6674113.0,6675303.0,2021-04-13 16:50:52
2021-04-13 16:50:55,6675143.0,6676249.0,2021-04-13 16:50:55
2021-04-13 16:50:58,6674109.0,6676239.0,2021-04-13 16:50:58
2021-04-13 16:51:01,6673780.0,6676239.0,2021-04-13 16:51:01
2021-04-13 16:51:04,6673795.0,6676229.0,2021-04-13 16:51:04
2021-04-13 16:51:07,6673801.0,6676219.0,2021-04-13 16:51:07
2021-04-13 16:51:10,6674216.0,6676219.0,2021-04-13 16:51:10
2021-04-13 16:51:13,6674195.0,6675908.0,2021-04-13 16:51:13
2021-04-13 16:51:17,6674195.0,6675908.0,2021-04-13 16:51:16
2021-04-13 16:51:20,6673751.0,6675467.0,2021-04-13 16:51:20
2021-04-13 16:51:23,6673751.0,6675196.0,2021-04-13 16:51:23
2021-04-13 16:51:26,6672502.0,6674458.0,2021-04-13 16:51:26
2021-04-13 16:51:29,6672502.0,6674239.0,2021-04-13 16:51:29
2021-04-13 16:51:32,6672522.0,6674867.0,2021-04-13 16:51:32
2021-04-13 16:51:35,6672753.0,6674997.0,2021-04-13 16:51:35
2021-04-13 16:51:38,6672501.0,6674639.0,2021-04-13 16:51:38
2021-04-13 16:51:41,6672501.0,6674570.0,2021-04-13 16:51:41
2021-04-13 16:51:44,6672709.0,6674564.0,2021-04-13 16:51:44
2021-04-13 16:51:47,6672719.0,6674558.0,2021-04-13 16:51:47
2021-04-13 16:51:50,6673258.0,6674848.0,2021-04-13 16:51:50
2021-04-13 16:51:53,6674148.0,6674999.0,2021-04-13 16:51:53
2021-04-13 16:51:56,6674849.0,6676756.0,2021-04-13 16:51:56
2021-04-13 16:51:59,6674025.0,6676753.0,2021-04-13 16:51:59
2021-04-13 16:52:02,6675177.0,6676753.0,2021-04-13 16:52:02
2021-04-13 16:52:05,6677573.0,6678560.0,2021-04-13 16:52:05
2021-04-13 16:52:08,6676732.0,6678545.0,2021-04-13 16:52:08
2021-04-13 16:52:11,6676733.0,6678545.0,2021-04-13 16:52:11
2021-04-13 16:52:15,6677800.0,6678801.0,2021-04-13 16:52:14
2021-04-13 16:52:18,6676252.0,6677307.0,2021-04-13 16:52:18
2021-04-13 16:52:21,6677501.0,6679552.0,2021-04-13 16:52:21
2021-04-13 16:52:24,6677773.0,6681245.0,2021-04-13 16:52:24
2021-04-13 16:52:27,6678085.0,6680868.0,2021-04-13 16:52:27
2021-04-13 16:52:30,6677797.0,6678882.0,2021-04-13 16:52:30
2021-04-13 16:52:33,6677797.0,6679999.0,2021-04-13 16:52:33
2021-04-13 16:52:36,6677917.0,6679999.0,2021-04-13 16:52:36
2021-04-13 16:52:39,6678006.0,6679999.0,2021-04-13 16:52:39
2021-04-13 16:52:42,6679442.0,6682370.0,2021-04-13 16:52:42
2021-04-13 16:52:45,6679601.0,6681792.0,2021-04-13 16:52:45
2021-04-13 16:52:48,6679436.0,6682367.0,2021-04-13 16:52:48
2021-04-13 16:52:51,6679446.0,6682367.0,2021-04-13 16:52:51
2021-04-13 16:52:54,6679002.0,6682312.0,2021-04-13 16:52:54
2021-04-13 16:52:57,6680438.0,6682302.0,2021-04-13 16:52:57
