id,order_id,datetime,pair,side,fee,amount,price,rate
279807409,2326224247,2020-04-03 09:45:17,BTC/JPY,sell,0.0,0.006,4392.972,732162.0
279808581,2326236680,2020-04-03 09:51:25,BTC/JPY,buy,0.0,0.00600003,4385.998,730996.0
279810765,2326259911,2020-04-03 10:02:24,BTC/JPY,sell,0.0,0.006,4368.006,728001.0
279810889,2326260178,2020-04-03 10:02:29,BTC/JPY,buy,0.0,0.00599781,4369.994,728601.0
279824995,2326551779,2020-04-03 12:26:46,BTC/JPY,sell,0.0,0.006,4398.786,733131.0
279825041,2326551930,2020-04-03 12:26:49,BTC/JPY,buy,0.0,0.00600021,4403.998,733974.0
279826451,2326575122,2020-04-03 12:38:05,BTC/JPY,buy,0.0,0.0059792,4399.998,735884.0
279826561,2326576155,2020-04-03 12:38:26,BTC/JPY,sell,0.0,0.006,4404.084,734014.0
279829425,2326645734,2020-04-03 13:13:16,BTC/JPY,sell,0.0,0.006,4389.0,731500.0
279829485,2326646288,2020-04-03 13:13:28,BTC/JPY,buy,0.0,0.00600221,4390.997,731566.0
279845789,2327005310,2020-04-03 16:17:22,BTC/JPY,buy,0.0,0.00599301,4430.998,739361.0
279845909,2327005540,2020-04-03 16:17:26,BTC/JPY,sell,0.0,0.006,4442.244,740374.0
279846873,2327011897,2020-04-03 16:20:04,BTC/JPY,sell,0.0,0.006,4446.0,741000.0
279846931,2327012221,2020-04-03 16:20:11,BTC/JPY,buy,0.0,0.0059985,4447.0,741352.0
279847435,2327015675,2020-04-03 16:21:35,BTC/JPY,sell,0.0,0.006,4447.637,741060.5
279847495,2327015846,2020-04-03 16:21:39,BTC/JPY,buy,0.0,0.00600061,4451.997,741924.0
279848111,2327023758,2020-04-03 16:25:33,BTC/JPY,sell,0.0,0.006,4441.026,740171.0
279848179,2327024439,2020-04-03 16:25:52,BTC/JPY,buy,0.0,0.00599719,4442.997,740832.0
279849849,2327041364,2020-04-03 16:33:24,BTC/JPY,buy,0.0,0.00598744,4473.995,747230.0
279849943,2327041600,2020-04-03 16:33:27,BTC/JPY,sell,0.0,0.006,4482.87,747145.0
279853511,2327063628,2020-04-03 16:42:24,BTC/JPY,sell,0.0,0.006,4496.634,749439.0
279853627,2327064073,2020-04-03 16:42:37,BTC/JPY,buy,0.0,0.0059976,4496.994,749799.0
279854281,2327070238,2020-04-03 16:45:14,BTC/JPY,buy,0.0,0.00599669,4505.997,751414.0
279854535,2327071483,2020-04-03 16:45:43,BTC/JPY,sell,0.0,0.006,4508.112,751352.0
279855701,2327082342,2020-04-03 16:50:34,BTC/JPY,sell,0.0,0.006,4490.4,748400.0
279855895,2327083579,2020-04-03 16:51:05,BTC/JPY,buy,0.0,0.00600212,4488.998,747902.0
279857763,2327100079,2020-04-03 16:58:09,BTC/JPY,buy,0.0,0.00599396,4503.999,751423.0
279858305,2327103576,2020-04-03 16:59:50,BTC/JPY,sell,0.0,0.006,4510.266,751711.0
279858757,2327107867,2020-04-03 17:02:26,BTC/JPY,buy,0.0,0.00599477,4522.994,754490.0
279859037,2327108305,2020-04-03 17:02:42,BTC/JPY,sell,0.0,0.006,4525.704,754284.0
279859469,2327109552,2020-04-03 17:03:28,BTC/JPY,buy,0.0,0.0059947,4531.993,756000.0
279859785,2327109937,2020-04-03 17:03:42,BTC/JPY,sell,0.0,0.006,4535.154,755859.0
279860429,2327112327,2020-04-03 17:04:51,BTC/JPY,buy,0.0,0.005993,4522.995,754713.0
279860693,2327114425,2020-04-03 17:05:49,BTC/JPY,sell,0.0,0.006,4527.006,754501.0
279864623,2327145886,2020-04-03 17:20:06,BTC/JPY,sell,0.0,0.006,4470.231,745037.5
279864756,2327146493,2020-04-03 17:20:19,BTC/JPY,buy,0.0,0.00600341,4473.993,745242.0
279869883,2327219670,2020-04-03 17:55:51,BTC/JPY,buy,0.0,0.00600247,4499.998,749691.0
279870145,2327221175,2020-04-03 17:56:28,BTC/JPY,sell,0.0,0.006,4501.266,750211.0
279873785,2327269356,2020-04-03 18:18:56,BTC/JPY,sell,0.0,0.006,4489.764,748294.0
279873969,2327270467,2020-04-03 18:19:21,BTC/JPY,buy,0.0,0.00599758,4493.999,749302.0
279876903,2327324029,2020-04-03 18:44:36,BTC/JPY,buy,0.0,0.00599664,4516.993,753254.0
279877279,2327327149,2020-04-03 18:45:54,BTC/JPY,sell,0.0,0.006,4519.152,753184.0
279878639,2327346889,2020-04-03 18:55:16,BTC/JPY,buy,0.0,0.00599152,4531.998,756402.0
279878849,2327347627,2020-04-03 18:55:30,BTC/JPY,sell,0.0,0.006,4537.062,756167.333
279879265,2327350331,2020-04-03 18:56:34,BTC/JPY,buy,0.0,0.00599472,4537.998,756999.5
279879519,2327351851,2020-04-03 18:57:09,BTC/JPY,sell,0.0,0.006,4536.54,756090.0
